@relation 'hotel_reviews'
@attribute text string
@attribute class {neg, pos}
@data
'Hospedei me neste hotel que a primeira vista parece bom, porém quando retornei ao mesmo à noite, depois de passar o dia inteiro na rua, louca por um banho e dormir eis a surpresa, meu quarto o 1103 estava sem uma gota de água!!! Nunca passei uma noite tão horrivel, fora o cheiro nojento de esgoto. Não recomendo mesmo. ', neg

'O hotel oferece conforto razoável, boa localização e bom café da manhã. No entanto o mal cheiro de esgoto nos quartos é insuportável! Péssimo custo benefício, pois a tarifa oferecida é alta frente ao incomodo do mal cheiro dos quartos. Não recomendo, não retorno.', neg

'Apesar do hotel está bem localizada, resto é hotel unrespectable, clientes tipo de máquina de dinheiro que invoca cuidado sobre eles! Eles tentam vender quartos de categoria superior, que eu podia entender  Mas o pior é, uma mulher no lobby, agressivo, limpo, . Ela fala inglês, mas prefere dizer-me que eu tinha de falar em Português no Brasil ', neg

'Eu e meu amigo reservado o quarto superior vista mar no piso 11. O quarto era básico e no primeiro, ficamos felizes com ele. O segundo dia, fomos atingidos pela chuva, o chão da sala se encheu de água devido a lacunas na janela, além disso o vento estava fazendo as janelas agitar bastante alto. Quando perguntamos à recepção do. ', neg

'Não reservar este hotel se você está recebendo um quarto mais de 100 USD. Embora a localização do hotel é bom, o quarto e fornecedor eram terríveis e não vale a pena pagar mais de 100 USD. Chegou a 1hr de hotel mais cedo (depois de muito 10hr voo) antes da 2h tempo checkin e a recepção nos disse para. ', neg

'Quando fizemos o check out, meu marido estava pagando pelo cartão. Ele é o seu PIN e a recepcionista perguntou-lhe para colocar o seu PIN novamente após alguns minutos! Eu disse que queria um recibo dizendo que a operação anterior não passar, ele disse que não podia dar-me um. Eu disse que ele deveria dar-me um, caso contrário ele poderia ser. ', neg

'Depois de olhar para alguns destes comentários im chocado com o que as pessoas estão a aceitar como valor para dinheiro ... Só cheguei de volta da América do sul e o quarto de hotel foi de longe o pior e mais caros, reservei 4 noites através booking.com devido a sua localização que é bom e as figuras e comentários. ', neg

'Quarto estava sujo , lençóis eram sujos , centenas de formigas no chuveiro (quando reclamamos que houve centenas de insetos no chuveiro  foi nos dito que eles são apenas formigas ) teve 50 minutos para utilizar o elevador de manhã  não ficaria novamente!', neg

'Eu li alguns comentários que referiu que os quartos cheirava mal, mas havia alguns comentários que disse o problema foi cuidado - não tenha sido. Ao entrar no quarto, a primeira coisa que eu notei foi o cheiro. Eu cheirava um esgoto. Eu abrimos a janela para o ar do lugar e que ajudou um pouco, mas fez o quarto. ', neg

'1. Café da manhã péssimo. Pouquíssimas opções e ambiente desagradável. 2. Limpeza péssima. Tinha uma cueca atrás do criado mudo. Deve estar la até agora. Lençol e toalhas com manchas. 3. Elevador demora 2 horas pra chegar no 2do andar. 3. Localização excelente. Ao lado do Belmonte, Astor e etc. É o que salva.', neg

'Localizado em Ipanema porem em rua ermo, perigoso para sair a noite. Hotel de aparencia acanhada e péssima e uma recepção razoavel. Os quartos apertados e com pouca ventilação, com cheiro de ambiente fechado. Definitivamente nao vale o que cobra, com esse valor de diária com certeza achara outros hotéis melhores.', neg

'Escolher este hotel foi simples: pertence à Rede Accor? Está na localização que desejo? Reservei! Infelizmente não foi tudo como esperava. O atendimento neste hotel é deplorável! Os recepcionista julgam mais importante a conversa entre eles do que atender ao hóspede no balcão. Não foi uma e nem duas vezes que aconteceu comigo e presenciei com outros colegas. Escolhi o. ', neg

'O hotel fica numa posição privilegiada, entre as praias de Ipanema e Copacabana, com diversas atrações por perto. No entanto, os serviços prestados... muito ruins! Os elevadores (dois) estavam com problemas, não abriam as portas direito; a piscina do hotel (na verdade, uma raia) tinha cadeiras velhas, com o encosto furado ou rasgado; a jacuzzi estava sem uso; mas o. ', neg

'Frequentamos esse hotel assim como o Mercure da Francisco Otaviano (Arpoador) e Leblon, já alguns anos. O Ipanema, assim como o do Leblon, estão precisando urgentemente de uma manutenção para continuar a cobrando os preços. Para tudo, inclusive falta de oferta de quartos no Rio, há um limite. A qualidade decadente desse serviço no Rio de Janeiro está nos fazendo. ', neg

'Note mal cuidado e mal conservado. Móveis velhos, paredes sujos, limpeza muito mal feita. A maior parte dos funcionários atende aos pedidos dos hóspedes com má vontade.', neg

'Tive péssima experiência no Mercure Ipanema (Rio de Janeiro Brasil) onde tinha originalmente feito a reserva: falta de agua até as 23hs sem nenhum encaminhamento emergencial por parte da gerência; hospedes estarrecidos; lençois com manchas de sangue; paredes sujas!  Em função disso solicitei mudança para o Mercure Arpoador às 23hs e fui atendida. Devo ressaltar a cortezia dos funcionários. ', neg

'Se nao se importar com o preço (absurdo) e com a localização(ruim), hospede-se lá, pois esses nao sao qualificadores desse estabelecimento. Ainda por cima desperdicei meus pontos quando paguei com vouchers. ', neg

'O serviço de estacionamento é péssimo. A limpeza e conservação do quarto é sofrível. O atendimento na recepção complicado pela visível falta de funcionários. Um hotel de 3 estrelas com preço de 4 em qualquer lugar do mundo. Vou reconsiderar, fiquei mais uma vez nesse hotel para dar mais uma chance, afinal sou cliente Accor no mundo todo. ', neg

'Esqueça o que conhece de qualidade Mercure. Neste hotel você vai encontrar apartamento quebrado, ar condicionado lotado de poeira, controle remote sem funcionar, banheiro danificado, fechaduras quebradas, sujeira no quarto. Um desastre. Fique num hotel de esquina bem barato que vai encontrar qualidade melhor que aqui.', neg

'Péssima relação custo benefício. Os quartos necessitam de uma reforma pois estão muito velhos, além de ter banheiros minúsculos. O café da manhã é o piior que já provei em qualquer hotel da rede Accor pães ruins, poucas frutas, sucos sem sabor, . Apesar disto, a diária é de um hotel de categoria superior.', neg

'O Hotel deve ter sido muito bom quando novo, como todos os Mercure em geral, mas está com sinais de descuido e envelhecimento que julgo incompatíveis com a rede e, principalmente, com os valores cobrados. Começa pela recepção, um dos funcionários da noite que se comportava como se estivesse "na praia com os amigos", literalmente berrando ao telefone enquanto eu ', neg

'Quarto apertado e banheiro menor ainda. Cobra muito caro pelo pouco que oferece. Pela diária de R$ 522 merecia entregar bem mais. Decepcionante!', neg

































'Estive neste hotel no período de 26 a 29 de dezembro de 2009 e o escolhi após longas pesquisas na internet, especialmente no Trip Advisor, sendo obrigatório meu depoimento a respeito do Mercure Ipanema. Buscava um hotel bem localizado, confortável, limpo, tranqüilo e condizente com a diária cobrada (R$320,00 - sem café). Em função, principalmente, da localização, escolhemos este hotel...', neg

'O quarto em que eu estava hospedado no (503) era tão barulhento que ele é sentida não foram janelas. Foi impossível dormir sem tampões !! Um hotel de qualquer categoria deve oferecer pelo menos 3 coisas : uma boa cama, um quarto insonorizado e um bom chuveiro. No Mercure Ipanema a cama é ok, o chuveiro é ok, mas o...', neg

'paguei preço de vista pro mar e tinha um monte de arvore que atrapalhava a vista...café da manha meia boca, lugar apertado; pelo preço da diária poderia ter ficado em hotel melhor...a única coisa q salvava era a localização...', neg

'hei o hotel bastante limitado. Os quartos são pequenos e desconfortáveis (além de terem um visual "frio" demais), o café tem poucas opções, e o maior atrativo do hotel é a localização em frente à praia de Copacabana (o que para mim não compensa o custo x benefício em relação aos chamados hotéis de baixo custo).', neg

'Excelente localização na praia de Copacabana e próximo do Forte e de Ipanema. Quarto antigo e banheiro pequeno, faltando manutenção. Durante a madrugada foi necessário desligar o frigobar, devido ao barulho.', neg

'Hotel estava em obras e espero que possa melhorar. O quarto era muito pequeno e o restaurante estava sendo pintado no meio do cafe da manha . Servico foi ok. O Rio esta mal de opcoes de hoteis e este esta longe de ser brilhante. Mas tem uma boa cama e e limpo e seguro', neg

'Estive nesse hotel a trabalho e não gostei da acomodação, achei o quarto pouco iluminado, a internet era muito instável e muito lenta. A localização do meu quarto ficava no fundo do hotel então havia um pouco de barulho. O café da manhã possui poucas opções e o espaço era bem pequeno. O que mais me assustou foi valor da...', neg

'Talvez seja melhor para o turismo padrão , quartos pequenos e escuros , mas barulhento , café da manhã razoável apenas. Também na faixa de R$ 400,00 para apartamentos mal localizados. Se foi esse preço imagino o valor para os com vista para a Orla , que deve ser linda de lá , mas como não tive nem isso ,...', neg

'Tinha planejado de ficar uma semana neste hotel. Quando cheguei,só pelo atendimento já senti que não iria ser muito facil. Na recepção não sabia dizer nenhuma informação turistica direito ( era tudo acho que, acho que.... ) Ainda bem que tinha um mapazinho ainda antigo. Quando perguntei de um restaurante, me enviaram para uma padaria, café horrivel ... e é...', neg

'Mas ... o quarto, não era o que nós spected para o preço que paga. o melhor, tendo Posto 6 em frente a rua, melhor praia caipirinhas no Rio. o café da manhã era pobre, não sucos naturais, escuro, sem janelas. há um ginásio e spa no terraço, mas parecia muito abandonado.', neg

'A localização é perfeita. Mas por que razão eles têm quartos tão pequenos? Há quartos disponíveis, para que a atualização foi possível. Mas por que cobrar 50 reais para um quarto maior? Evite os quartos sem vista para o mar, você se sente invadido pelas favellas quando se abre a janela. Muito deprimente. O hotel precisa para completar a sua...', neg

'A localização é otima mas a pousada é pessima. Cheiro de mofo, atendimento ruim. Quando nos hospedamos estava acontecendo uma festa dos funcionarios que o barulho acabou de madrugada. Total falta de respeito com todos. Café da manhã ruim também. Não recomendo.', neg

'Recentemente do uma reserva pó site do hostel, pagando 50% do valor da estadia. 12 dias antes do dia esperado para o check-in, mandei e-mail, sem resposta, e no dia seguinte, liguei e recebi a informação de que seriam apenas 50 reais de multa. Pedi o cancelamento, só que desmentiram a informação anterior, e a multa seria mais de 200...', neg

'Quando você entra no site, parece um lugar lindo e muito bem cuidado. Quando você chega lá, você percebe que eles tem um fotógrafo excelente. O lugar estava muito mal cuidado, é tudo tosco e as áreas comuns são sujas. A porta do quarto não fechava! A cama era altamente desconfortável. A localização é muito boa, mas mesmo assim não...', neg

'Fiquei hospedada na pousada em quarto individual com banheiro coletivo no final de semana do dia 22/09/2012 e nunca mais volto lá. O quarto e os banheiros estavam extremamente sujos, as areas coletivas, além de sujas, claramente não tem manutenção. A piscina, grande atrativo na hora da reserva, estava tão suja que ninguém se atreveu a entrar. A cor da...', neg

'A pousada mostra uma coisa no site, mas ao vivo é muito diferente! Fiquei em um quarto de casal, com janela para a piscina. Um inferno, muito barulho quando tem qualquer pessoa fora, e o pior, o quarto inteiro tem janela, sem uma cortina que bloqueia a luz. 6 horas da manhã o quarto estava completamente claro. Chegamos sabado a..', neg

'O Hostel Bonita Ipanema parece um lugar muito agradável, limpo e confortável pelas fotos que vemos no site. Porém, minha experiência nesse local foi extremamente desagradável e me senti muito enganada. As áreas comuns são mal cuidadas e sem manutenção, a piscina além de ser pequena é suja. Os banheiros coletivos são pequenos e mal iluminados. Fiquei no melhor quarto,.', neg
'Quanto a limpeza: Nota O (zero). Ficamos em um quarto de casal e durante a estada fizemos uso de dois banheiros coletivos que, permanentemente, se encontravam sujos. Eram feitas apenas duas limpezas ao dia, muito embora o cartaz fixado nas portas informasse que seriam feitas várias (duas limpezas não podem ser consideradas várias). Além disso tivemos a oportunidade de observar...', neg

'Fiquei 2 vezes hospedada no BONITA a primeira não liguei muito p sujeira e mau cheiro pois eu estava só d passeio então mau dormia chegava de manhã e tentava dormir o que é quase impossível lá pois os funcionários só falam gritando ...fora o barulho que acontece com as festas que a dona suboloca para pessoas de fora deixando...', neg


'olha fiquei nessa pousada 2 vez na primeira fiquei mais de uma semana e como era dezembro pensei que a zona fosse pela data a segunda vez resolvi dar um voto de confiança e me ferrei ..vc acorda com os 6 banheiros entupidos sempre já que não tem funcionários para limpa los a noite ops depois das 15 16 hs.', neg

'A pousada é péssima, não caia nesta roubada. Para se ter uma ideia pedimos para o transfer que a pousada oferece nos apanhar no Galeao e quando chegamos, às 23h, não haviam mandado carro para nos apanhar. Quando chegamos na pousada havíamos reservado quarto para casal e só tinha um quarto de solteiro a nossa espera e nao tinha nenhum...', neg

'O Bonita Ipanema se auto-denomina uma pousada como vemos no site, mas se trata de um albergue. Ambiente despojado, sem conforto e sem a mínima estrutura. Dos 5 dias em que fiquei hospedada, só tive água pra tomar banho 2 dias. A piscina é suja, o café da manhã é simplório, os funcionários são desatenciosos e demoram uma eternidade para...' , neg

'Localização e decoração de funcionários são ótimos e encantador. Café da manhã farto e delicioso. MAS, é impossível dormir à noite (tente dormir durante o dia, muito mais tranqüila). Há uma regra dizendo que nenhum barulho depois das 10h, infelizmente até mesmo os membros da equipe não respeito, (e, em seguida, você vê-los dormir e/ou relaxar no pátio durante o...', neg

'Eu fui forçado a ficar aqui com o resto do meu grupo de escola - nós tivemos B de dormitório, a um passado do escritório dos gestores em frente à sala de bagagem. O quarto para o material de limpeza está ao lado, e cheirava tão fortemente de produtos químicos, senti doente. Os lençóis da cama estavam manchados, pão amanhecido...', neg

' hostel está bem localizado mas que é a única coisa boa sobre isso. Eu fiquei em um quarto privativo de ensuite, e eu não recomendaria ninguém ficar lá.O quarto estava ao lado do bar, pelo que foi muito barulhento, impossível de dormir bem. O colchão era terrível, roupa de cama e toalhas pareciam sujos. esgoto cheiro no banheiro. Em..', neg

'Chegamos na Bonita para uma estadia de 3 noite e, sim, como muitos dos comentadores dizer a localização é incrível, à direita na melhor parte de Ipanema, ao lado de restaurantes, bares, lojas e a 3 quadras da praia e do mesmo ao Laguna. O quarto de casal era limpo-hsi e houve uma forte cheiro de lixívia que permaneceu bastante...', neg

'O Hotel teve um quarto duplo muito Pobre condições (integradas multifuncionais e água todo o chuveiro, não tomadas, muito antiga pintura na parede) e no topo de que, a equipe foi ou arrogante ou ausente. Realmente é sentida como nós pago para estar em Ipanema, mas o serviço foi muito abaixo você maio espera para o preço que paga. Eu...', neg

'O hotel se hospedaram 4 noites Bonita durante a semana de abril 18º, este foi um tipo experiência. O Hotel chegou no hotel muito entusiasmado parece nice do fora mas nossos clima mudou rapidamente após, falamos para o Recepcionista. Muito pequenas e profissional, ela Senti indicam que ela não como Francesa pessoas em todos os (Nós 4 francesa que viajam),...', neg

'Os lençóis e as toalhas possuem Suspeita Amarelado pontos. Os chuveiros parecem ser feita uma vez por mês e não Hidráulicas. Ninguém aqui heard de um rodilha. e I segundo o comentário anterior, é uma festa Place completa com tudo que vêm com que: ie desagradável banheiro com não papel higiênico porque as pessoas possa pechincha. Não que você pode...', neg

'Realmente, o melhor é a localização e os atendentes (funcionários em geral) e nada mais. Porque o Hostel não oferece: toalhas de banho, toalha de mão, pano para pisar ao sair do banho, sabonete, shampoo, condicionador, tv, roupa de cama.. WIFI pega o suficiente para não conectar; sinal péssimo. O MICRO quarto (privativo, com um NANO banheiro privativo) que me...', neg

'Fiquei no quarto individual single. Foi um dos piores lugares que dormi na vida. A porta do quarto é vazada, você escuta TODOS os barulhos do Hostel. O recepcionista deixa a TV super alta até de madrugada dificultando dormir. Banheiro muito sujo. Não recomendo.', neg

'O Hostel não investe no bem estar, cheiro de mofo, café da manha muito simples pelo valor pago. Sem ar-condicionado, banheiro ruim. Nao tem frigobar. Eh um quarto de motel pobre. Sem nada... Voce paga para estar na Farme mas poderia ficar em outro lugar proximo que é mais barato e mais limpinho. Alias o Rio inteiro está numa decadencia...', neg

'O banheiro comunitário é horrível e fede! O quarto sequer possui paredes de verdade, é sujo, apertado, fede como um banheiro! Contatamos o Hostel na possibilidade de ir em 2 adultos e 2 crianças E eles nos colocaram em um quarto com uma "cama" a mais que era um lixo! Lugar terrível! Jamais voltarei lá estraga o novel de Ipanema!', neg

'Encontrei o banheiro mais sujo de todos os albergues em que fiquei. Lixeiras transbordando de papel higiênico usado. quartos apertados e abafados. Não possuem controle de quem entra e sai e alojaram um hóspede em uma das camas que meu grupo ocupava. A única vantagem é a localização, uma quadra da praia.', neg

'Os quartos são do tamanho de um armário pequeno, sujo, cheiro de mofo, eles dão-lhe um saco de plástico com lençóis antigos e casos antigos de almofadas que não correspondem, algo a sua avó poderia utilizar. Nenhuma televisão, sem rádio, não tem ar condicionado. Apenas as paredes em branco de olhar para. Eu percebi que eu não tinha uma toalha...',neg

'I se hospedaram para duas noites em um quarto single (tamanho do quarto foi 7qm),...o hostel em geral é malcheiroso, a equipe não amigável, muito adornos (fora e dentro, as paredes são muito fina),...não áreas comuns, cozinha é melhor não mencionar, são apenas duas slizes de produzido etc.os preços são como a cada onde etc.I se hospedaram no anohter hostel...', neg

'reat localização: Ipanema, a apenas 5 minutos a pé da praia. Parte, ele é uma Horrível lugar para estadia, os quartos são muito deixada suja e noisy. Banheiro são compartilhados, mas há apenas 3 (para meninas no 1º andar, 1 para meninos no segundo e a mistura 1 no 3º.), para que não forem suficientes e espaço é muito pequenas...', neg

'Nós se hospedaram no terrasse Hostel para 3 noites. O hotel tem uma excelente localização, a apenas uma quadra da praia de Ipanema (entre post 8 e 9). O quarto não está realmente impecáveis com areia sobre o piso, lençóis são Sujos e antiga, realmente comodidade. Um quarto (n 9) parede com fina madeira painel, para você ouvir tudo no...', neg

'Nós Chegaram muito tarde no este hotel e fez check-out início da manhã. Definitivamente não com o que não podemos espera, com base nos comentários sobre esse local e na hostelz e hotelworld. Embora reformado em 2007, o Place Observava nada como fotos e é um realmente ruim. O quarto que se hospedaram no Observava partem e que este descolados...', neg

'Só fiquei o hotel Mirador uma noite,havia o problema de ar-condicionador,chamei o funcionário verificar,depois a recepção me trocou o quarto.Não acho o hotel vale cada centavo de tarifa,mas claro a localização é boa para ir praia de Copacabana.', neg

'A localizacao do hotel e excelente, fica proximo a comercio e metro, as instalacoes do quarto sao otimas, o que fiquei tinha sala e quarto, porem, nao consegui ficar por mais de uma noite, o isolamento acustico e pessimo, quando o vizinho dava descarga parecia que estava dando descarga dentro do apartamento, resultado, nao comsegui dormir e sai no dia...', neg

'O padrão é bastante baixo, especialmente como é anunciado como 4 * hotel. Eu certamente não iria voltar, mas não há são, aparentemente não existem hotéis que estão por um preço razoável no Rio : -( Única coisa boa é a localização que é bastante próximo ao Copacabana.', neg

'Nós Sóbria durante Ano Novo celebração. Todos os hotéis em Copacabana foi demasiado caro comparado com o seu real valor. Comparar com outros que tinha muito bom preço. Mas, em excesso, totalmente!!! Bom para dormir durante a noite, nada mais. Nunca mais voltar lá. Hostis e inúteis.', neg

'O hotel tem uma boa equipe. O gerente nos ajudou com um check-in antecipado e o pessoal do restaurante era bastante para mim durante a minha estadia de 3 noites. Além disso, uma grande vantagem é que é uma quadra da estação de metrô Siqueira Campos. O problema com a maioria dos hotéis em Copacabana é que eles estão desatualizados....', neg

'Linha inferior, tipo de hotel antigo no tea COFFEE BISCUITS . Cada quarto tinha uma sauna. Você podia ouvir sanitários flushing de outros quartos. Cama era decente e limpo. A equipe do roomservice apenas falou português. Comida era OK, a equipe do contador foi muito úteis.', neg






















